oshpd_id,facility_name,"license_number
","facility_level
",dba_address,dba_city,dba_zip_code,county_code,county_name,er_service_level,"total_beds
",facility_status,"facility_start_date
","license_type
",license_category,latitude,longitude
106344029,MERCY HOSPITAL OF FOLSOM,30000372,Parent Facility,1650 CREEKSIDE DRIVE,FOLSOM,95630,34,SACRAMENTO,Emergency - Basic,106,Open,6/17/1989,Hospital,General Acute Care Hospital,38.67223,-121.1428
106344035,VIBRA HOSPITAL OF SACRAMENTO,30000377,Parent Facility,330 MONTROSE DRIVE,FOLSOM,95630,34,SACRAMENTO,None,58,Open,8/31/2013,Hospital,General Acute Care Hospital,38.6819654,-121.1577854
106344114,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF.,30000620,Parent Facility,2425 STOCKTON BLVD,SACRAMENTO,95817,34,SACRAMENTO,None,80,Open,4/11/1997,Hospital,General Acute Care Hospital,38.55286,-121.45619
106344170,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-CARMICHAEL,M02012042,Parent Facility,4741 ENGLE ROAD,CARMICHAEL,95608,34,SACRAMENTO,Not Applicable,16,Open,2/22/2010,Hospital,Psychiatric Health Facility,38.633286,-121.354578
106344188,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-SACRAMENTO,M20016048,Parent Facility,"2600 STOCKTON BLVD, STE B",SACRAMENTO,95817,34,SACRAMENTO,Not Applicable,16,Open,7/5/2012,Hospital,Psychiatric Health Facility,38.5519144,-121.4558207
106350784,HAZEL HAWKINS MEMORIAL HOSPITAL,70000004,Parent Facility,911 SUNSET DRIVE,HOLLISTER,95023,35,SAN BENITO,Emergency - Basic,106,Open,6/29/1962,Hospital,General Acute Care Hospital,36.835,-121.38609
106361110,BEAR VALLEY COMMUNITY HOSPITAL,240000111,Parent Facility,41870 GARSTIN DRIVE,BIG BEAR LAKE,92315,36,SAN BERNARDINO,Emergency - Standby,30,Open,7/5/1974,Hospital,General Acute Care Hospital,34.24728,-116.88988
106361144,CHINO VALLEY MEDICAL CENTER,240000125,Parent Facility,5451 WALNUT AVENUE,CHINO,91710,36,SAN BERNARDINO,Emergency - Basic,112,Open,10/1/1972,Hospital,General Acute Care Hospital,34.02626,-117.687
106361166,MONTCLAIR HOSPITAL MEDICAL CENTER,240000141,Parent Facility,5000 SAN BERNARDINO STREET,MONTCLAIR,91763,36,SAN BERNARDINO,Emergency - Basic,106,Open,8/7/1972,Hospital,General Acute Care Hospital,34.07774,-117.69603
106361223,KAISER FOUNDATION HOSPITAL - FONTANA,240000159,Parent Facility,9961 SIERRA AVENUE,FONTANA,92335,36,SAN BERNARDINO,Emergency - Basic,450,Open,9/1/1954,Hospital,General Acute Care Hospital,34.0725,-117.43549
106361245,LOMA LINDA UNIV. MED. CENTER EAST CAMPUS HOSPITAL,240000169,Consolidated Facility,25333 BARTON ROAD,LOMA LINDA,92354,36,SAN BERNARDINO,None,134,Open,9/19/1972,Hospital,General Acute Care Hospital,34.0482,-117.2516
106361246,LOMA LINDA UNIVERSITY MEDICAL CENTER,240000169,Parent Facility,11234 ANDERSON STREET,LOMA LINDA,92354,36,SAN BERNARDINO,Emergency - Basic,371,Open,1/1/1946,Hospital,General Acute Care Hospital,34.05164,-117.26146
106361266,MOUNTAINS COMMUNITY HOSPITAL,240000176,Parent Facility,29101 HOSPITAL ROAD,LAKE ARROWHEAD,92352,36,SAN BERNARDINO,Emergency - Standby,37,Open,10/10/1951,Hospital,General Acute Care Hospital,34.26583,-117.16716
106361274,KINDRED HOSPITAL - ONTARIO,240000561,Parent Facility,550 NORTH MONTEREY AVENUE,ONTARIO,91764,36,SAN BERNARDINO,None,91,Open,5/25/1951,Hospital,General Acute Care Hospital,34.06881,-117.64364
106361308,REDLANDS COMMUNITY HOSPITAL,240000191,Parent Facility,350 TERRACINA BOULEVARD,REDLANDS,92373,36,SAN BERNARDINO,Emergency - Basic,229,Open,1/1/1946,Hospital,General Acute Care Hospital,34.03699,-117.2044
106361318,SAN ANTONIO REGIONAL HOSPITAL,240000196,Parent Facility,999 SAN BERNARDINO ROAD,UPLAND,91786,36,SAN BERNARDINO,Emergency - Basic,363,Open,1/1/1946,Hospital,General Acute Care Hospital,34.10056,-117.63828
106361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,240000198,Parent Facility,1805 MEDICAL CENTER DRIVE,SAN BERNARDINO,92411,36,SAN BERNARDINO,Emergency - Basic,347,Open,4/21/1958,Hospital,General Acute Care Hospital,34.13138,-117.32245
106361339,ST. BERNARDINE MEDICAL CENTER,240000206,Parent Facility,2101 NORTH WATERMAN AVENUE,SAN BERNARDINO,92404,36,SAN BERNARDINO,Emergency - Basic,342,Open,1/1/1946,Hospital,General Acute Care Hospital,34.1341,-117.27865
106361343,ST. MARY MEDICAL CENTER - APPLE VALLEY,240000207,Parent Facility,18300 US HIGHWAY 18,APPLE VALLEY,92307,36,SAN BERNARDINO,Emergency - Basic,212,Open,11/16/1956,Hospital,General Acute Care Hospital,34.54053,-117.26535
106361370,VICTOR VALLEY GLOBAL MEDICAL CENTER,240000218,Parent Facility,15248 ELEVENTH STREET,VICTORVILLE,92395,36,SAN BERNARDINO,Emergency - Basic,101,Open,11/13/1964,Hospital,General Acute Care Hospital,34.5281768,-117.2925622
106361458,COLORADO RIVER MEDICAL CENTER,240000227,Parent Facility,1401 BAILEY AVENUE,NEEDLES,92363,36,SAN BERNARDINO,Emergency - Basic,25,Open,8/11/1952,Hospital,General Acute Care Hospital,34.8325,-114.61818
106361768,PATTON STATE HOSPITAL,170000831,Parent Facility,3102 E. HIGHLAND AVENUE,PATTON,92369,36,SAN BERNARDINO,Not Applicable,"1,287",Open,9/29/1975,Hospital,Acute Psychiatric Hospital,34.13589,-117.21957
106362041,HI-DESERT MEDICAL CENTER,240000231,Parent Facility,6601 WHITE FEATHER ROAD,JOSHUA TREE,92252,36,SAN BERNARDINO,Emergency - Basic,179,Open,6/11/1971,Hospital,General Acute Care Hospital,34.13323,-116.27654
106364014,LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,240000281,Parent Facility,1710 BARTON ROAD,REDLANDS,92373,36,SAN BERNARDINO,Not Applicable,89,Open,1/16/1988,Hospital,Acute Psychiatric Hospital,34.0468,-117.20228
106364050,CANYON RIDGE HOSPITAL,240000357,Parent Facility,5353 G STREET,CHINO,91710,36,SAN BERNARDINO,Not Applicable,106,Open,1/11/1990,Hospital,Acute Psychiatric Hospital,34.00985,-117.68789
106364121,BALLARD REHABILITATION HOSPITAL,240000502,Parent Facility,1760 WEST 16TH STREET,SAN BERNARDINO,92411,36,SAN BERNARDINO,None,60,Open,7/15/1993,Hospital,General Acute Care Hospital,34.12843,-117.3261
106364144,DESERT VALLEY HOSPITAL,240000562,Parent Facility,16850 BEAR VALLEY ROAD,VICTORVILLE,92395,36,SAN BERNARDINO,Emergency - Basic,148,Open,8/31/1994,Hospital,General Acute Care Hospital,34.47093,-117.29778
106364188,KINDRED HOSPITAL RANCHO,240000652,Parent Facility,10841 WHITE OAK AVENUE,RANCHO CUCAMONGA,91730,36,SAN BERNARDINO,None,55,Open,12/21/2005,Hospital,General Acute Care Hospital,34.10461,-117.56601
106364231,ARROWHEAD REGIONAL MEDICAL CENTER,240000197,Parent Facility,400 N. PEPPER AVENUE,COLTON,92324,36,SAN BERNARDINO,Emergency - Basic,456,Open,3/30/1999,Hospital,General Acute Care Hospital,34.07163215,-117.3527761
106364265,KAISER FOUNDATION HOSPITAL - ONTARIO,240000159,Consolidated Facility,2295 S. VINEYARD AVENUE,ONTARIO,91761,36,SAN BERNARDINO,Emergency - Basic,176,Open,10/26/2011,Hospital,General Acute Care Hospital,34.03275,-117.61094
106364268,LOMA LINDA UNIVERSITY SURGICAL HOSPITAL,240000169,Consolidated Facility,26780 BARTON ROAD,REDLANDS,92373,36,SAN BERNARDINO,None,28,Open,1/2/2009,Hospital,General Acute Care Hospital,34.0482716,-117.221174
106364430,BARSTOW COMMUNITY HOSPITAL,240000110,Parent Facility,820 EAST MOUNTAIN VIEW ST,BARSTOW,92311,36,SAN BERNARDINO,Emergency - Basic,30,Open,10/13/2012,Hospital,General Acute Care Hospital,34.8935263,-117.0168841
106364451,TOTALLY KIDS REHABILITATION HOSPITAL,550002720,Parent Facility,1720 MOUNTAIN VIEW AVE,LOMA LINDA,92354,36,SAN BERNARDINO,None,81,Open,6/20/2014,Hospital,General Acute Care Hospital,34.06971,-117.24371
106364502,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,550002873,Parent Facility,11234 ANDERSON ST.,LOMA LINDA,92354,36,SAN BERNARDINO,None,343,Open,11/16/2014,Hospital,General Acute Care Hospital,34.04915,-117.26115
106370652,ALVARADO HOSPITAL MEDICAL CENTER,90000013,Parent Facility,6655 ALVARADO ROAD,SAN DIEGO,92120,37,SAN DIEGO,Emergency - Basic,226,Open,8/11/1972,Hospital,General Acute Care Hospital,32.7766415,-117.0573188
106370658,SCRIPPS MERCY HOSPITAL - CHULA VISTA,90000074,Consolidated Facility,435 H STREET,CHULA VISTA,91910,37,SAN DIEGO,Emergency - Basic,173,Open,10/1/2004,Hospital,General Acute Care Hospital,32.63289,-117.08282
106370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,80000028,Parent Facility,3020 CHILDREN'S WAY,SAN DIEGO,92123,37,SAN DIEGO,Emergency - Basic,524,Open,8/18/1954,Hospital,General Acute Care Hospital,32.79678,-117.15077
106370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,90000036,Parent Facility,250 PROSPECT PLACE,CORONADO,92118,37,SAN DIEGO,Emergency - Basic,59,Open,1/1/1946,Hospital,General Acute Care Hospital,32.69427,-117.16808
106370694,SHARP MEMORIAL HOSPITAL,80000039,Parent Facility,7901 FROST STREET,SAN DIEGO,92123,37,SAN DIEGO,Emergency - Basic,656,Open,11/1/1974,Hospital,General Acute Care Hospital,32.80016,-117.15531
106370695,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS,80000039,Consolidated Facility,3003 HEALTH CENTER DRIVE,SAN DIEGO,92123,37,SAN DIEGO,None,206,Open,11/1/2009,Hospital,General Acute Care Hospital,32.8007,-117.1549
106370714,GROSSMONT HOSPITAL,80000006,Parent Facility,5555 GROSSMONT CENTER DRIVE,LA MESA,91942,37,SAN DIEGO,Emergency - Basic,524,Open,8/10/1955,Hospital,General Acute Care Hospital,32.77963,-117.00924
106370721,KINDRED HOSPITAL - SAN DIEGO,90000059,Parent Facility,1940 EL CAJON BOULEVARD,SAN DIEGO,92104,37,SAN DIEGO,None,70,Open,1/1/1946,Hospital,General Acute Care Hospital,32.75542,-117.14449
106370730,KAISER FOUNDATION HOSPITAL - SAN DIEGO - ZION,80000062,Parent Facility,4647 ZION AVENUE,SAN DIEGO,92120,37,SAN DIEGO,Emergency - Basic,406,Open,11/18/1975,Hospital,General Acute Care Hospital,32.79287,-117.09447
106370744,SCRIPPS MERCY HOSPITAL,90000074,Parent Facility,4077 FIFTH AVENUE,SAN DIEGO,92103,37,SAN DIEGO,Emergency - Basic,482,Open,1/1/1946,Hospital,General Acute Care Hospital,32.75128,-117.1609
106370745,SHARP MESA VISTA HOSPITAL,550000273,Parent Facility,7850 VISTA HILL AVENUE,SAN DIEGO,92123,37,SAN DIEGO,Not Applicable,159,Open,9/8/2006,Hospital,Acute Psychiatric Hospital,32.79499,-117.15521
106370749,ALVARADO PARKWAY INSTITUTE B.H.S.,80000079,Parent Facility,7050 PARKWAY DRIVE,LA MESA,91942,37,SAN DIEGO,Not Applicable,66,Open,9/30/1959,Hospital,Acute Psychiatric Hospital,32.77446,-117.04449
106370755,PALOMAR HEALTH DOWNTOWN CAMPUS,80000083,Parent Facility,555 E. VALLEY PARKWAY,ESCONDIDO,92025,37,SAN DIEGO,Emergency - Basic,118,Open,8/2/1950,Hospital,General Acute Care Hospital,33.12586,-117.07628
106370759,PARADISE VALLEY HOSPITAL,90000086,Parent Facility,2400 EAST FOURTH STREET,NATIONAL CITY,91950,37,SAN DIEGO,Emergency - Basic,227,Open,3/29/1966,Hospital,General Acute Care Hospital,32.6863293,-117.0830382
106370771,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,80000050,Parent Facility,9888 GENESEE AVENUE,LA JOLLA,92037,37,SAN DIEGO,Emergency - Basic,432,Open,5/3/1964,Hospital,General Acute Care Hospital,32.88506,-117.22279
106370775,PARADISE VALLEY HSP D/P APH BAYVIEW BEH HLTH,90000086,Distinct Part Facility,330 MOSS STREET,CHULA VISTA,91911,37,SAN DIEGO,None,64,Open,11/30/1977,Hospital,General Acute Care Hospital,32.61669,-117.0717
106370780,TRI-CITY MEDICAL CENTER,80000099,Parent Facility,4002 VISTA WAY,OCEANSIDE,92056,37,SAN DIEGO,Emergency - Basic,386,Open,7/11/1961,Hospital,General Acute Care Hospital,33.18394,-117.29027
106370782,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER,90000101,Parent Facility,200 WEST ARBOR DRIVE,SAN DIEGO,92103,37,SAN DIEGO,Emergency - Comprehensive,390,Open,7/1/1953,Hospital,General Acute Care Hospital,32.75387,-117.16498
106370875,SHARP CHULA VISTA MEDICAL CENTER,90000008,Parent Facility,751 MEDICAL CENTER COURT,CHULA VISTA,91911,37,SAN DIEGO,Emergency - Basic,343,Open,5/27/1975,Hospital,General Acute Care Hospital,32.61909,-117.02488
106370977,POMERADO HOSPITAL,80000127,Parent Facility,15615 POMERADO ROAD,POWAY,92064,37,SAN DIEGO,Emergency - Basic,236,Open,6/22/1977,Hospital,General Acute Care Hospital,32.99563,-117.05784
106371256,SCRIPPS GREEN HOSPITAL,80000139,Parent Facility,10666 NORTH TORREY PINES ROAD,LA JOLLA,92037,37,SAN DIEGO,None,173,Open,2/6/1977,Hospital,General Acute Care Hospital,32.89654,-117.2419
106371394,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,80000148,Parent Facility,354 SANTA FE DRIVE,ENCINITAS,92024,37,SAN DIEGO,Emergency - Basic,193,Open,6/16/1964,Hospital,General Acute Care Hospital,33.0363,-117.28495
106374024,AURORA SAN DIEGO,80000310,Parent Facility,11878 AVENUE OF INDUSTRY,SAN DIEGO,92128,37,SAN DIEGO,Not Applicable,80,Open,5/19/1988,Hospital,Acute Psychiatric Hospital,32.99067,-117.07551
106374049,SHARP MCDONALD CENTER,80000319,Parent Facility,7989 LINDA VISTA ROAD,SAN DIEGO,92111,37,SAN DIEGO,Not Applicable,16,Open,7/20/1989,Hospital,Chemical Dep. Recovery Hospital,32.80702,-117.15436
106374055,SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL,90000092,Parent Facility,3853 ROSECRANS STREET,SAN DIEGO,92110,37,SAN DIEGO,Not Applicable,109,Open,7/25/1989,Hospital,Acute Psychiatric Hospital,32.75376,-117.20257
106374063,ALVARADO HOSPITAL MEDICAL CENTER,90000013,Consolidated Facility,6645 ALVARADO ROAD,SAN DIEGO,92120,37,SAN DIEGO,None,80,Open,6/7/1990,Hospital,General Acute Care Hospital,32.7771,-117.05696
106374094,VIBRA HOSPITAL OF SAN DIEGO,90000404,Parent Facility,555 WASHINGTON STREET,SAN DIEGO,92103,37,SAN DIEGO,None,110,Open,4/14/1992,Hospital,General Acute Care Hospital,32.74986,-117.16001
106374141,UCSD HEALTH LA JOLLA - JACOBS MEDICAL CENTER & SULPIZIO CARDIOVASCULAR CENTER,90000101,Consolidated Facility,9300 CAMPUS POINT DRIVE,LA JOLLA,92037,37,SAN DIEGO,Emergency - Basic,418,Open,7/20/1993,Hospital,General Acute Care Hospital,32.87799,-117.22331
106374382,PALOMAR MEDICAL CENTER,80000083,Consolidated Facility,2185 W. CITRACADO PARKWAY,ESCONDIDO,92029,37,SAN DIEGO,Emergency - Basic,286,Open,8/15/2012,Hospital,General Acute Care Hospital,33.12158,-117.11961
106374465,KAISER FOUNDATION HOSPITAL - SAN DIEGO - CLAIREMONT MESA,80000062,Consolidated Facility,9455 CLAIREMONT MESA BLVD,SAN DIEGO,92123,37,SAN DIEGO,Emergency - Basic,253,Open,3/30/2017,Hospital,General Acute Care Hospital,32.83154,-117.12581
106380842,JEWISH HOME & REHAB CENTER,220000224,Parent Facility,302 SILVER AVENUE,SAN FRANCISCO,94112,38,SAN FRANCISCO,Not Applicable,391,Open,5/1/1987,Hospital,Acute Psychiatric Hospital,37.72884,-122.43168
106380857,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,220000188,Parent Facility,2425 GEARY BOULEVARD,SAN FRANCISCO,94115,38,SAN FRANCISCO,Emergency - Basic,239,Open,2/16/1954,Hospital,General Acute Care Hospital,37.78274,-122.44289
106380865,LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER,220000040,Parent Facility,375 LAGUNA HONDA BOULEVARD,SAN FRANCISCO,94116,38,SAN FRANCISCO,None,780,Open,7/1/1953,Hospital,General Acute Care Hospital,37.74761,-122.45871
106380868,LANGLEY PORTER PSYCHIATRIC INSTITUTE,220000377,Parent Facility,401 PARNASSUS AVENUE,SAN FRANCISCO,94143,38,SAN FRANCISCO,Not Applicable,56,Open,1/1/1943,Hospital,Acute Psychiatric Hospital,37.76372,-122.45665
106380895,UCSF MEDICAL CENTER AT MOUNT ZION,220000091,Consolidated Facility,1600 DIVISADERO STREET,SAN FRANCISCO,94115,38,SAN FRANCISCO,None,140,Open,4/1/2001,Hospital,General Acute Care Hospital,37.78436,-122.43959
106380929,CALIFORNIA PACIFIC MEDICAL CENTER - D/P APH,220000197,Distinct Part Facility,2333 BUCHANAN STREET,SAN FRANCISCO,94115,38,SAN FRANCISCO,Emergency - Basic,18,Open,4/2/1973,Hospital,General Acute Care Hospital,37.79149,-122.43102
106380933,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL,220000197,Consolidated Facility,601 DUBOCE AVENUE,SAN FRANCISCO,94117,38,SAN FRANCISCO,Emergency - Basic,223,Open,1/1/1946,Hospital,General Acute Care Hospital,37.7691,-122.43465
106380939,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER,220000063,Parent Facility,1001 POTRERO AVENUE,SAN FRANCISCO,94110,38,SAN FRANCISCO,Emergency - Comprehensive,397,Open,7/1/1953,Hospital,General Acute Care Hospital,37.75657,-122.40637
106380960,ST. FRANCIS MEMORIAL HOSPITAL,220000069,Parent Facility,900 HYDE STREET,SAN FRANCISCO,94109,38,SAN FRANCISCO,Emergency - Basic,294,Open,1/1/1946,Hospital,General Acute Care Hospital,37.78917,-122.41695
106380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",220000071,Parent Facility,450 STANYAN STREET,SAN FRANCISCO,94117,38,SAN FRANCISCO,Emergency - Basic,275,Open,1/1/1946,Hospital,General Acute Care Hospital,37.77408,-122.45441
106381154,UCSF MEDICAL CENTER,220000091,Parent Facility,505 PARNASSUS AVENUE,SAN FRANCISCO,94143,38,SAN FRANCISCO,Emergency - Basic,590,Open,1/1/1917,Hospital,General Acute Care Hospital,37.7635148,-122.4576564
106382715,CHINESE HOSPITAL,220000122,Parent Facility,845 JACKSON STREET,SAN FRANCISCO,94133,38,SAN FRANCISCO,Emergency - Standby,65,Open,1/1/1946,Hospital,General Acute Care Hospital,37.79565,-122.40926
106384176,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS,220000197,Parent Facility,1101 VAN NESS AVENUE,SAN FRANCISCO,94109,38,SAN FRANCISCO,Emergency - Basic,274,Open,3/2/2019,Hospital,General Acute Care Hospital,37.78606,-122.42156
106384200,UCSF MEDICAL CENTER AT MISSION BAY,220000091,Consolidated Facility,1975 4TH STREET,SAN FRANCISCO,94158,38,SAN FRANCISCO,Emergency - Basic,289,Open,12/17/2014,Hospital,General Acute Care Hospital,37.77189,-122.39129
106384202,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS,220000070,Parent Facility,3555 CESAR CHAVEZ STREET,SAN FRANCISCO,94110,38,SAN FRANCISCO,Emergency - Basic,120,Open,8/17/2018,Hospital,General Acute Care Hospital,37.74804,-122.42094
106384238,KENTFIELD HOSPITAL SAN FRANCISCO,110000358,Consolidated Facility,450 STANYAN ST.,SAN FRANCISCO,94117,38,SAN FRANCISCO,None,60,Open,7/13/2016,Hospital,General Acute Care Hospital,37.77366,-122.45442
106390846,DAMERON HOSPITAL,30000024,Parent Facility,525 WEST ACACIA ST,STOCKTON,95203,39,SAN JOAQUIN,Emergency - Basic,202,Open,1/1/1946,Hospital,General Acute Care Hospital,37.96125,-121.30067
106390923,ADVENTIST HEALTH LODI MEMORIAL,30000056,Parent Facility,975 SOUTH FAIRMONT AVENUE,LODI,95240,39,SAN JOAQUIN,Emergency - Basic,194,Open,4/2/1952,Hospital,General Acute Care Hospital,38.12146,-121.2859
106391010,SAN JOAQUIN GENERAL HOSPITAL,30000087,Parent Facility,500 WEST HOSPITAL ROAD,FRENCH CAMP,95231,39,SAN JOAQUIN,Emergency - Basic,196,Open,7/1/1953,Hospital,General Acute Care Hospital,37.88594,-121.28918
106391042,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,30000284,Parent Facility,1800 NORTH CALIFORNIA STREET,STOCKTON,95204,39,SAN JOAQUIN,Emergency - Basic,355,Open,3/28/1946,Hospital,General Acute Care Hospital,37.97075,-121.2891
106391056,SUTTER TRACY COMMUNITY HOSPITAL,30000105,Parent Facility,1420 NORTH TRACY BOULEVARD,TRACY,95376,39,SAN JOAQUIN,Emergency - Basic,77,Open,7/1/1948,Hospital,General Acute Care Hospital,37.74366,-121.43482
106392232,ST. JOSEPH'S BEHAVIORAL HEALTH CENTER,30000367,Parent Facility,2510 NORTH CALIFORNIA STREET,STOCKTON,95204,39,SAN JOAQUIN,Not Applicable,35,Open,6/28/1957,Hospital,Acute Psychiatric Hospital,37.9763,-121.29122
106392287,DOCTORS HOSPITAL OF MANTECA,30000203,Parent Facility,1205 EAST NORTH STREET,MANTECA,95336,39,SAN JOAQUIN,Emergency - Basic,73,Open,2/26/1962,Hospital,General Acute Care Hospital,37.80111,-121.19746
106394003,SAN JOAQUIN PHF,M01016012,Parent Facility,1212 NORTH CALIFORNIA ST.,STOCKTON,95202,39,SAN JOAQUIN,Not Applicable,16,Open,1/29/1988,Hospital,Psychiatric Health Facility,37.96564,-121.28784
106394009,KAISER FOUNDATION HOSPITAL - MANTECA,30000393,Parent Facility,1777 WEST YOSEMITE AVENUE,MANTECA,95337,39,SAN JOAQUIN,Emergency - Basic,99,Open,9/1/1990,Hospital,General Acute Care Hospital,37.79736,-121.24614
106400466,"MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE",50000040,Consolidated Facility,345 SOUTH HALCYON ROAD,ARROYO GRANDE,93420,40,SAN LUIS OBISPO,Emergency - Basic,67,Open,1/10/2013,Hospital,General Acute Care Hospital,35.11369,-120.59147
106400480,FRENCH HOSPITAL MEDICAL CENTER,50000031,Parent Facility,1911 JOHNSON AVENUE,SAN LUIS OBISPO,93401,40,SAN LUIS OBISPO,Emergency - Basic,98,Open,9/26/1972,Hospital,General Acute Care Hospital,35.27801,-120.64977
106400524,SIERRA VISTA REGIONAL MEDICAL CENTER,50000059,Parent Facility,1010 MURRAY STREET,SAN LUIS OBISPO,93405,40,SAN LUIS OBISPO,Emergency - Basic,162,Open,12/7/1959,Hospital,General Acute Care Hospital,35.290986,-120.666309
106400548,TWIN CITIES COMMUNITY HOSPITAL,50000078,Parent Facility,1100 LAS TABLAS ROAD,TEMPLETON,93465,40,SAN LUIS OBISPO,Emergency - Basic,122,Open,2/7/1977,Hospital,General Acute Care Hospital,35.5543,-120.71967
106400683,DEPARTMENT OF STATE HOSPITALS - ATASCADERO,150000498,Parent Facility,10333 EL CAMINO REAL,ATASCADERO,93422,40,SAN LUIS OBISPO,Not Applicable,"1,275",Open,6/16/1954,Hospital,Acute Psychiatric Hospital,35.46102,-120.64435
106404046,SAN LUIS OBISPO CO PSYCHIATRIC HEALTH FACILITY,M02016035,Parent Facility,2178 JOHNSON AVE,SAN LUIS OBISPO,93401,40,SAN LUIS OBISPO,Not Applicable,16,Open,4/8/2003,Hospital,Psychiatric Health Facility,35.27461,-120.6465
106410782,SAN MATEO MEDICAL CENTER,220000015,Parent Facility,222 WEST 39TH AVENUE,SAN MATEO,94403,41,SAN MATEO,Emergency - Basic,167,Open,7/1/1953,Hospital,General Acute Care Hospital,37.53017,-122.29951
106410806,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,220000022,Parent Facility,1200 EL CAMINO REAL,SOUTH SAN FRANCISCO,94080,41,SAN MATEO,Emergency - Basic,120,Open,7/1/1974,Hospital,General Acute Care Hospital,37.65806,-122.43837
106410817,SETON MEDICAL CENTER,220000026,Parent Facility,1900 SULLIVAN AVENUE,DALY CITY,94015,41,SAN MATEO,Emergency - Basic,357,Open,12/12/1965,Hospital,General Acute Care Hospital,37.68172,-122.47283
106410828,SETON COASTSIDE,220000026,Consolidated Facility,600 MARINE BOULEVARD,MOSS BEACH,94038,41,SAN MATEO,Emergency - Standby,121,Open,2/1/2005,Hospital,General Acute Care Hospital,37.52439,-122.50882
106410852,MILLS-PENINSULA MEDICAL CENTER,220000037,Parent Facility,1501 TROUSDALE DRIVE,BURLINGAME,94010,41,SAN MATEO,Emergency - Basic,241,Open,3/1/1954,Hospital,General Acute Care Hospital,37.5944692,-122.3832465
106410891,SEQUOIA HOSPITAL,220000045,Parent Facility,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,94062,41,SAN MATEO,Emergency - Basic,208,Open,10/17/1950,Hospital,General Acute Care Hospital,37.48129,-122.25377
106414018,MENLO PARK SURGICAL HOSPITAL,220000276,Parent Facility,570 WILLOW ROAD,MENLO PARK,94025,41,SAN MATEO,None,16,Open,12/17/1992,Hospital,General Acute Care Hospital,37.45797,-122.16212
106414139,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,220000021,Parent Facility,1100 VETERANS BLVD.,REDWOOD CITY,94063,41,SAN MATEO,Emergency - Basic,149,Open,12/1/2014,Hospital,General Acute Care Hospital,37.48967,-122.22463
106414145,MILLS HEALTH CENTER D/P APH,220000037,Distinct Part Facility,100 S. SAN MATEO DR,SAN MATEO,94401,41,SAN MATEO,None,60,Open,12/8/2014,Hospital,General Acute Care Hospital,37.56585,-122.32562
106420483,GOLETA VALLEY COTTAGE HOSPITAL,50000034,Parent Facility,351 SOUTH PATTERSON AVENUE,SANTA BARBARA,93111,42,SANTA BARBARA,Emergency - Basic,52,Open,7/13/1964,Hospital,General Acute Care Hospital,34.43336,-119.80929
106420491,LOMPOC VALLEY MEDICAL CENTER,50000038,Parent Facility,1515 E. OCEAN AVENUE,LOMPOC,93436,42,SANTA BARBARA,Emergency - Basic,60,Open,1/1/1946,Hospital,General Acute Care Hospital,34.639252,-120.4396497
106420493,MARIAN REGIONAL MEDICAL CENTER,50000040,Parent Facility,1400 EAST CHURCH STREET,SANTA MARIA,93454,42,SANTA BARBARA,Emergency - Basic,321,Open,3/8/1967,Hospital,General Acute Care Hospital,34.95198,-120.41338
106420514,SANTA BARBARA COTTAGE HOSPITAL,50000140,Parent Facility,400 W. PUEBLO STREET,SANTA BARBARA,93105,42,SANTA BARBARA,Emergency - Basic,481,Open,1/1/1946,Hospital,General Acute Care Hospital,34.42948,-119.72317
106420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,50000057,Parent Facility,2050 VIBORG ROAD,SOLVANG,93463,42,SANTA BARBARA,Emergency - Standby,11,Open,11/2/1964,Hospital,General Acute Care Hospital,34.60243,-120.12721
