oshpd_id,facility_name,"license_number
","facility_level
",dba_address,dba_city,dba_zip_code,county_code,county_name,er_service_level,"total_beds
",facility_status,"facility_start_date
","license_type
",license_category,latitude,longitude
106010735,ALAMEDA HOSPITAL,140000002,Parent Facility,2070 CLINTON AVE,ALAMEDA,94501,1,ALAMEDA,Emergency - Basic,101,Open,1/1/1946,Hospital,General Acute Care Hospital,37.76266,-122.253991
106010739,ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,140000004,Parent Facility,2450 ASHBY AVENUE,BERKELEY,94705,1,ALAMEDA,Emergency - Basic,347,Open,1/2/1946,Hospital,General Acute Care Hospital,37.85645,-122.25743
106010776,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,140000015,Parent Facility,747 52ND STREET,OAKLAND,94609,1,ALAMEDA,Emergency - Basic,190,Open,1/1/1946,Hospital,General Acute Care Hospital,37.83722,-122.26747
106010811,FAIRMONT HOSPITAL,140000046,Consolidated Facility,15400 FOOTHILL BOULEVARD,SAN LEANDRO,94578,1,ALAMEDA,None,159,Open,7/1/1953,Hospital,General Acute Care Hospital,37.70648,-122.11819
106010844,ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS,140000004,Consolidated Facility,2001 DWIGHT WAY,BERKELEY,94704,1,ALAMEDA,None,69,Open,1/1/1946,Hospital,General Acute Care Hospital,37.86373,-122.26984
106010846,HIGHLAND HOSPITAL,140000046,Parent Facility,1411 EAST 31ST STREET,OAKLAND,94602,1,ALAMEDA,Emergency - Basic,249,Open,7/1/1953,Hospital,General Acute Care Hospital,37.79925,-122.23138
106010887,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,140000066,Parent Facility,2800 BENEDICT DRIVE,SAN LEANDRO,94577,1,ALAMEDA,None,99,Open,11/13/1962,Hospital,General Acute Care Hospital,37.71621,-122.13119
106010937,ALTA BATES SUMMIT MEDICAL CENTER,140000284,Parent Facility,350 HAWTHORNE AVENUE,OAKLAND,94609,1,ALAMEDA,Emergency - Basic,403,Open,1/1/1946,Hospital,General Acute Care Hospital,37.82106,-122.26257
106010967,ST. ROSE HOSPITAL,140000107,Parent Facility,27200 CALAROGA AVENUE,HAYWARD,94545,1,ALAMEDA,Emergency - Basic,217,Open,10/10/1962,Hospital,General Acute Care Hospital,37.63291,-122.08962
106010983,VALLEY MEMORIAL HOSPITAL,140000114,Consolidated Facility,1111 E. STANLEY BOULEVARD,LIVERMORE,94550,1,ALAMEDA,None,75,Open,10/19/1969,Hospital,General Acute Care Hospital,37.6787,-121.78252
106010987,WASHINGTON HOSPITAL - FREMONT,140000116,Parent Facility,2000 MOWRY AVENUE,FREMONT,94538,1,ALAMEDA,Emergency - Basic,341,Open,11/19/1958,Hospital,General Acute Care Hospital,37.55847,-121.98006
106013619,SAN LEANDRO HOSPITAL,550002039,Parent Facility,13855 EAST 14TH STREET,SAN LEANDRO,94578,1,ALAMEDA,Emergency - Basic,93,Open,9/1/2012,Hospital,General Acute Care Hospital,37.71364,-122.14067
106013626,ALTA BATES SUMMIT MEDICAL CENTER - SUMMIT CAMPUS,140000284,Consolidated Facility,3100 SUMMIT STREET,OAKLAND,94609,1,ALAMEDA,None,75,Open,1/1/1946,Hospital,General Acute Care Hospital,37.81994,-122.2643
106013687,MPI CHEMICAL DEPENDENCY RECOVERY HOSPITAL,140000232,Parent Facility,3012 SUMMIT STREET,OAKLAND,94609,1,ALAMEDA,Not Applicable,24,Open,10/12/1983,Hospital,Chemical Dep. Recovery Hospital,37.81944,-122.26451
106014034,FREMONT HOSPITAL,140000347,Parent Facility,39001 SUNDALE DRIVE,FREMONT,94538,1,ALAMEDA,Not Applicable,148,Open,2/16/1990,Hospital,Acute Psychiatric Hospital,37.54652,-121.97885
106014050,STANFORD HEALTH CARE - VALLEYCARE,140000114,Parent Facility,5555 WEST LAS POSITAS BLVD.,PLEASANTON,94588,1,ALAMEDA,Emergency - Basic,167,Open,12/9/1991,Hospital,General Acute Care Hospital,37.69206,-121.88095
106014132,KAISER FOUNDATION HOSPITAL - FREMONT,140000053,Parent Facility,39400 PASEO PADRE PARKWAY,FREMONT,94538,1,ALAMEDA,Emergency - Basic,106,Open,12/1/1996,Hospital,General Acute Care Hospital,37.55055,-121.97483
106014207,TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY,M02016036,Parent Facility,2633 EAST 27TH STREET,OAKLAND,94601,1,ALAMEDA,Not Applicable,26,Open,8/16/2005,Hospital,Psychiatric Health Facility,37.79127,-122.22257
106014226,TELECARE WILLOW ROCK CENTER,M02016039,Parent Facility,2050 FAIRMONT DRIVE,SAN LEANDRO,94578,1,ALAMEDA,Not Applicable,16,Open,7/2/2007,Hospital,Psychiatric Health Facility,37.71008,-122.12149
106014233,EDEN MEDICAL CENTER,140000030,Parent Facility,20103 LAKE CHABOT RD,CASTRO VALLEY,94546,1,ALAMEDA,Emergency - Basic,130,Open,11/1/2012,Hospital,General Acute Care Hospital,37.6983769,-122.0874055
106014326,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,140000052,Parent Facility,275 W. MACARTHUR BLVD.,OAKLAND,94611,1,ALAMEDA,Emergency - Basic,315,Open,7/1/2014,Hospital,General Acute Care Hospital,37.82402,-122.25791
106014337,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,550002678,Parent Facility,2500 MERCED STREET,SAN LEANDRO,94577,1,ALAMEDA,Emergency - Basic,216,Open,6/3/2014,Hospital,General Acute Care Hospital,37.70611,-122.16917
106034002,SUTTER AMADOR HOSPITAL,30000008,Parent Facility,200 MISSION BLVD,JACKSON,95642,3,AMADOR,Emergency - Basic,52,Open,4/10/2000,Hospital,General Acute Care Hospital,38.34743,-120.77272
106040802,ORCHARD HOSPITAL,230000007,Parent Facility,240 SPRUCE STREET,GRIDLEY,95948,4,BUTTE,Emergency - Standby,106,Open,5/24/1949,Hospital,General Acute Care Hospital,39.36701,-121.68955
106040828,ENLOE MEDICAL CENTER - COHASSET,230000027,Consolidated Facility,560 COHASSET ROAD,CHICO,95926,4,BUTTE,None,30,Open,6/19/1964,Hospital,General Acute Care Hospital,39.75187,-121.84793
106040875,ADVENTIST HEALTH FEATHER RIVER,230000017,Parent Facility,5974 PENTZ ROAD,PARADISE,95969,4,BUTTE,Emergency - Basic,100,Open,3/5/1951,Hospital,General Acute Care Hospital,39.75743,-121.57228
106040937,OROVILLE HOSPITAL,230000022,Parent Facility,2767 OLIVE HIGHWAY,OROVILLE,95966,4,BUTTE,Emergency - Basic,133,Open,1/1/1962,Hospital,General Acute Care Hospital,39.50485,-121.5428
106040962,ENLOE MEDICAL CENTER- ESPLANADE,230000027,Parent Facility,1531 ESPLANADE,CHICO,95926,4,BUTTE,Emergency - Basic,228,Open,3/29/1946,Hospital,General Acute Care Hospital,39.74226,-121.84918
106044006,BUTTE COUNTY MENTAL HEALTH SERVICES,M01016001,Parent Facility,592 RIO LINDO AVENUE,CHICO,95926,4,BUTTE,Not Applicable,16,Open,1/29/1988,Hospital,Psychiatric Health Facility,39.754281,-121.8482488
106044011,ENLOE REHABILITATION CENTER,230000027,Consolidated Facility,340 WEST EAST AVENUE,CHICO,95926,4,BUTTE,None,40,Open,5/14/1991,Hospital,General Acute Care Hospital,39.75346,-121.86694
106050932,MARK TWAIN MEDICAL CENTER,30000058,Parent Facility,768 MOUNTAIN RANCH ROAD,SAN ANDREAS,95249,5,CALAVERAS,Emergency - Basic,25,Open,8/21/1951,Hospital,General Acute Care Hospital,38.19057,-120.67095
106060870,COLUSA MEDICAL CENTER,230000149,Parent Facility,199 E WEBSTER STREET,COLUSA,95932,6,COLUSA,Emergency - Standby,48,Open,7/1/1953,Hospital,General Acute Care Hospital,39.20731,-122.00034
106070924,CONTRA COSTA REGIONAL MEDICAL CENTER,140000090,Parent Facility,2500 ALHAMBRA AVENUE,MARTINEZ,94553,7,CONTRA COSTA,Emergency - Basic,167,Open,7/2/1953,Hospital,General Acute Care Hospital,38.00646,-122.13101
106070934,SUTTER DELTA MEDICAL CENTER,140000258,Parent Facility,3901 LONE TREE WAY,ANTIOCH,94509,7,CONTRA COSTA,Emergency - Basic,145,Open,2/2/1967,Hospital,General Acute Care Hospital,37.98222,-121.8054
106070988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,140000265,Parent Facility,1601 YGNACIO VALLEY ROAD,WALNUT CREEK,94598,7,CONTRA COSTA,Emergency - Basic,554,Open,6/15/1965,Hospital,General Acute Care Hospital,37.91304,-122.040781
106070990,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,140000290,Parent Facility,1425 SOUTH MAIN STREET,WALNUT CREEK,94596,7,CONTRA COSTA,Emergency - Basic,233,Open,9/11/1953,Hospital,General Acute Care Hospital,37.8923,-122.05828
106071018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,140000128,Parent Facility,2540 EAST STREET,CONCORD,94520,7,CONTRA COSTA,Emergency - Basic,244,Open,1/1/1946,Hospital,General Acute Care Hospital,37.98615,-122.03874
106074011,SAN RAMON REGIONAL MEDICAL CENTER SOUTH BUILDING,140000345,Consolidated Facility,7777 NORRIS CANYON ROAD,SAN RAMON,94583,7,CONTRA COSTA,None,64,Open,6/1/2008,Hospital,General Acute Care Hospital,37.77405,-121.95748
106074017,SAN RAMON REGIONAL MEDICAL CENTER,140000345,Parent Facility,6001 NORRIS CANYON ROAD,SAN RAMON,94583,7,CONTRA COSTA,Emergency - Basic,123,Open,2/12/1990,Hospital,General Acute Care Hospital,37.77549,-121.95884
106074039,JOHN MUIR BEHAVIORAL HEALTH CENTER,140000418,Parent Facility,2740 GRANT STREET,CONCORD,94520,7,CONTRA COSTA,Not Applicable,73,Open,3/10/1993,Hospital,Acute Psychiatric Hospital,37.98921,-122.04081
106074093,KAISER FOUNDATION HOSPITAL - RICHMOND CAMPUS,140000052,Consolidated Facility,901 NEVIN AVE,RICHMOND,94801,7,CONTRA COSTA,Emergency - Basic,50,Open,9/7/1995,Hospital,General Acute Care Hospital,37.93685,-122.36093
106074097,KAISER FOUNDATION HOSPITAL - ANTIOCH,550000614,Parent Facility,4501 SAND CREEK ROAD,ANTIOCH,94531,7,CONTRA COSTA,Emergency - Basic,150,Open,11/7/2007,Hospital,General Acute Care Hospital,37.951975,-121.776854
106084001,SUTTER COAST HOSPITAL,110000067,Parent Facility,800 EAST WASHINGTON BOULEVARD,CRESCENT CITY,95531,8,DEL NORTE,Emergency - Basic,49,Open,1/1/1946,Hospital,General Acute Care Hospital,41.77278,-124.19514
106090793,BARTON MEMORIAL HOSPITAL,30000013,Parent Facility,2170 SOUTH AVENUE,SOUTH LAKE TAHOE,96150,9,EL DORADO,Emergency - Basic,111,Open,11/21/1963,Hospital,General Acute Care Hospital,38.91228,-119.99758
106090933,MARSHALL MEDICAL CENTER,30000059,Parent Facility,1100 MARSHALL WAY,PLACERVILLE,95667,9,EL DORADO,Emergency - Basic,125,Open,5/22/1959,Hospital,General Acute Care Hospital,38.72556,-120.79092
106094002,TELECARE EL DORADO COUNTY P.H.F.,M20016057,Parent Facility,935-B SPRING STREET,PLACERVILLE,95667,9,EL DORADO,Not Applicable,16,Open,1/29/1988,Hospital,Psychiatric Health Facility,38.7322,-120.80275
106100005,CLOVIS COMMUNITY MEDICAL CENTER,40000004,Parent Facility,2755 HERNDON AVENUE,CLOVIS,93611,10,FRESNO,Emergency - Basic,208,Open,12/15/1988,Hospital,General Acute Care Hospital,36.83745,-119.66072
106100697,COALINGA REGIONAL MEDICAL CENTER,40000085,Parent Facility,1191 PHELPS AVENUE,COALINGA,93210,10,FRESNO,Emergency - Standby,123,Suspense,7/19/2018,Hospital,General Acute Care Hospital,36.15152,-120.34035
106100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,40000096,Parent Facility,2823 FRESNO STREET,FRESNO,93721,10,FRESNO,Emergency - Comprehensive,685,Open,1/1/1946,Hospital,General Acute Care Hospital,36.74252,-119.784071
106100793,ADVENTIST HEALTH SELMA,550001439,Consolidated Facility,1141 ROSE AVENUE,SELMA,93662,10,FRESNO,Emergency - Standby,57,Open,10/29/2005,Hospital,General Acute Care Hospital,36.5688374,-119.5983879
106100797,ADVENTIST HEALTH REEDLEY,40000149,Parent Facility,372 WEST CYPRESS AVENUE,REEDLEY,93654,10,FRESNO,Emergency - Standby,49,Open,4/14/1965,Hospital,General Acute Care Hospital,36.60789,-119.45145
106100899,ST. AGNES MEDICAL CENTER,40000173,Parent Facility,1303 EAST HERNDON AVENUE,FRESNO,93720,10,FRESNO,Emergency - Basic,436,Open,3/22/1975,Hospital,General Acute Care Hospital,36.8370782,-119.7649963
106104008,COMMUNITY BEHAVIORAL HEALTH CENTER,40000096,Consolidated Facility,7171 NORTH CEDAR AVENUE,FRESNO,93720,10,FRESNO,None,73,Open,10/1/1987,Hospital,General Acute Care Hospital,36.84079,-119.756841
106104023,SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,40000280,Parent Facility,7173 N. SHARON AVENUE,FRESNO,93720,10,FRESNO,None,62,Open,1/23/1991,Hospital,General Acute Care Hospital,36.84034,-119.760671
106104047,FRESNO SURGICAL HOSPITAL,40000332,Parent Facility,6125 NORTH FRESNO STREET,FRESNO,93710,10,FRESNO,None,27,Open,2/23/1993,Hospital,General Acute Care Hospital,36.82531,-119.78155
106104062,KAISER FOUNDATION HOSPITAL - FRESNO,40000384,Parent Facility,7300 NORTH FRESNO STREET,FRESNO,93720,10,FRESNO,Emergency - Basic,169,Open,2/23/1995,Hospital,General Acute Care Hospital,36.84246,-119.7832
106104089,EXODUS PSYCHIATRIC HEALTH FACILITY FRESNO,M20016059,Parent Facility,4411 E. KINGS CANYON ROAD,FRESNO,93702,10,FRESNO,Not Applicable,16,Open,1/1/2016,Hospital,Psychiatric Health Facility,36.73596,-119.75162
106105029,FRESNO HEART AND SURGICAL HOSPITAL,40000096,Consolidated Facility,15 E. AUDUBON DR.,FRESNO,93720,10,FRESNO,None,57,Open,9/1/2015,Hospital,General Acute Care Hospital,36.860919,-119.788856
106105051,DEPARTMENT OF STATE HOSPITAL - COALINGA,550000061,Parent Facility,24511 WEST JAYNE AVENUE,COALINGA,93210,10,FRESNO,Not Applicable,"1,500",Open,8/25/2005,Hospital,Acute Psychiatric Hospital,36.13724021,-120.237238
106105125,CENTRAL STAR PSYCHIATRIC HEALTH FACILITY,M20016058,Parent Facility,4411 E. KINGS CANYON ROAD,FRESNO,93702,10,FRESNO,Not Applicable,16,Open,4/17/2015,Hospital,Psychiatric Health Facility,36.73596,-119.75162
106110889,GLENN MEDICAL CENTER,230000018,Parent Facility,1133 WEST SYCAMORE STREET,WILLOWS,95988,11,GLENN,Emergency - Standby,47,Open,7/1/1953,Hospital,General Acute Care Hospital,39.52055,-122.20791
106120981,"GENERAL HOSPITAL, THE",110000075,Consolidated Facility,2200 HARRISON AVENUE,EUREKA,95501,12,HUMBOLDT,None,15,Open,7/1/1953,Hospital,General Acute Care Hospital,40.78743,-124.13979
106121002,MAD RIVER COMMUNITY HOSPITAL,110000031,Parent Facility,3800 JANES ROAD,ARCATA,95521,12,HUMBOLDT,Emergency - Basic,78,Open,10/26/1972,Hospital,General Acute Care Hospital,40.90351,-124.09038
106121031,JEROLD PHELPS COMMUNITY HOSPITAL,110000052,Parent Facility,733 CEDAR STREET,GARBERVILLE,95542,12,HUMBOLDT,Emergency - Standby,17,Open,8/20/1963,Hospital,General Acute Care Hospital,40.10195,-123.79286
106121051,REDWOOD MEMORIAL HOSPITAL,110000173,Parent Facility,3300 RENNER DRIVE,FORTUNA,95540,12,HUMBOLDT,Emergency - Basic,35,Open,3/19/1957,Hospital,General Acute Care Hospital,40.58267,-124.13549
106121080,ST. JOSEPH HOSPITAL - EUREKA,110000075,Parent Facility,2700 DOLBEER STREET,EUREKA,95501,12,HUMBOLDT,Emergency - Basic,138,Open,7/26/1954,Hospital,General Acute Care Hospital,40.7832,-124.14216
106124004,SEMPERVIRENS P.H.F.,M01016003,Parent Facility,720 WOOD STREET,EUREKA,95501,12,HUMBOLDT,Not Applicable,16,Open,1/29/1988,Hospital,Psychiatric Health Facility,40.78109,-124.16126
106130699,EL CENTRO REGIONAL MEDICAL CENTER,90000004,Parent Facility,1415 ROSS AVENUE,EL CENTRO,92243,13,IMPERIAL,Emergency - Basic,161,Open,1/21/1967,Hospital,General Acute Care Hospital,32.78138,-115.49824
106130760,PIONEERS MEMORIAL HEALTHCARE DISTRICT,90000087,Parent Facility,207 WEST LEGION ROAD,BRAWLEY,92227,13,IMPERIAL,Emergency - Basic,107,Open,11/6/1950,Hospital,General Acute Care Hospital,32.96003,-115.55183
106141273,NORTHERN INYO HOSPITAL,240000179,Parent Facility,150 PIONEER LANE,BISHOP,93514,14,INYO,Emergency - Basic,25,Open,5/14/1948,Hospital,General Acute Care Hospital,37.36207,-118.40756
106141338,SOUTHERN INYO HOSPITAL,240000205,Parent Facility,501 EAST LOCUST STREET,LONE PINE,93545,14,INYO,Emergency - Standby,37,Open,3/31/1952,Hospital,General Acute Care Hospital,36.6084,-118.05816
106150706,DELANO REGIONAL MEDICAL CENTER,120000180,Parent Facility,1401 GARCES HIGHWAY,DELANO,93215,15,KERN,Emergency - Basic,156,Open,1/1/1974,Hospital,General Acute Care Hospital,35.76143,-119.23706
106150722,BAKERSFIELD MEMORIAL HOSPITAL,120000181,Parent Facility,420 34TH STREET,BAKERSFIELD,93301,15,KERN,Emergency - Basic,421,Open,9/27/1956,Hospital,General Acute Care Hospital,35.39051,-119.00658
106150736,KERN MEDICAL CENTER,120000182,Parent Facility,1700 MOUNT VERNON AVENUE,BAKERSFIELD,93306,15,KERN,Emergency - Basic,222,Open,7/1/1953,Hospital,General Acute Care Hospital,35.380833,-118.967222
106150737,KERN VALLEY HEALTHCARE DISTRICT,120000183,Parent Facility,6412 LAUREL AVENUE,LAKE ISABELLA,93240,15,KERN,Emergency - Standby,101,Open,6/17/1968,Hospital,General Acute Care Hospital,35.63486,-118.40509
106150761,MERCY HOSPITAL - BAKERSFIELD,120000184,Parent Facility,2215 TRUXTUN AVENUE,BAKERSFIELD,93301,15,KERN,Emergency - Basic,144,Open,1/1/1947,Hospital,General Acute Care Hospital,35.37323,-119.02715
106150775,GOOD SAMARITAN HOSPITAL-BAKERSFIELD,120000146,Parent Facility,901 OLIVE DRIVE,BAKERSFIELD,93308,15,KERN,None,64,Open,5/10/1960,Hospital,General Acute Care Hospital,35.41216,-119.03913
106150782,RIDGECREST REGIONAL HOSPITAL,120000186,Parent Facility,1081 NORTH CHINA LAKE BLVD.,RIDGECREST,93555,15,KERN,Emergency - Basic,98,Open,9/30/1946,Hospital,General Acute Care Hospital,35.6404,-117.66996
106150788,ADVENTIST HEALTH BAKERSFIELD,120000187,Parent Facility,2615 CHESTER AVENUE,BAKERSFIELD,93301,15,KERN,Emergency - Basic,254,Open,5/1/1973,Hospital,General Acute Care Hospital,35.383064,-119.018775
106154022,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF BAKERSFIELD,120000248,Parent Facility,5001 COMMERCE DRIVE,BAKERSFIELD,93309,15,KERN,None,86,Open,5/1/1990,Hospital,General Acute Care Hospital,35.36819,-119.05725
106154044,"BAKERSFIELD BEHAVORIAL HEALTHCARE HOSPITAL, LLC",550003535,Parent Facility,5201 WHITE LANE,BAKERSFIELD,93309,15,KERN,Not Applicable,90,Open,6/1/2016,Hospital,Acute Psychiatric Hospital,35.318,-119.0581
106154101,BAKERSFIELD HEART HOSPITAL,120000526,Parent Facility,3001 SILLECT AVENUE,BAKERSFIELD,93308,15,KERN,Emergency - Basic,47,Open,9/10/1999,Hospital,General Acute Care Hospital,35.38619,-119.04314
106154108,MERCY SOUTHWEST HOSPITAL,120000184,Consolidated Facility,400 OLD RIVER RD,BAKERSFIELD,93311,15,KERN,Emergency - Basic,82,Open,7/15/1992,Hospital,General Acute Care Hospital,35.35496,-119.11528
106154160,CRESTWOOD PSYCHIATRIC HEALTH FACILITY BAKERSFIELD,M02016045,Parent Facility,"6700 EUCALYPTUS DRIVE, STE C",BAKERSFIELD,93306,15,KERN,Not Applicable,16,Open,11/15/2010,Hospital,Psychiatric Health Facility,35.3657603,-118.929706
106154168,ADVENTIST HEALTH TEHACHAPI VALLEY,120000188,Parent Facility,1100 MAGELLAN DRIVE,TEHACHAPI,93561,15,KERN,Emergency - Standby,20,Open,11/1/2018,Hospital,General Acute Care Hospital,35.14302,-118.44924
106164029,ADVENTIST HEALTH HANFORD,550001439,Parent Facility,115 MALL DRIVE,HANFORD,93230,16,KINGS,Emergency - Basic,173,Open,12/5/2010,Hospital,General Acute Care Hospital,36.3256247,-119.6683912
106171049,ADVENTIST HEALTH CLEARLAKE,110000174,Parent Facility,15630 18TH AVE,CLEARLAKE,95422,17,LAKE,Emergency - Standby,32,Open,4/18/1968,Hospital,General Acute Care Hospital,38.93619,-122.6202
106171395,SUTTER LAKESIDE HOSPITAL,110000094,Parent Facility,5176 HILL ROAD EAST,LAKEPORT,95453,17,LAKE,Emergency - Basic,30,Open,4/28/1978,Hospital,General Acute Care Hospital,39.10232,-122.91003
106184008,BANNER LASSEN MEDICAL CENTER,230000020,Parent Facility,1800 SPRING RIDGE DRIVE,SUSANVILLE,96130,18,LASSEN,Emergency - Basic,25,Open,4/23/2003,Hospital,General Acute Care Hospital,40.42306,-120.64609
106190017,ALHAMBRA HOSPITAL MEDICAL CENTER,930000005,Parent Facility,100 SOUTH RAYMOND AVENUE,ALHAMBRA,91801,19,LOS ANGELES,Emergency - Basic,144,Open,1/1/1946,Hospital,General Acute Care Hospital,34.08988,-118.1449
106190020,BHC ALHAMBRA HOSPITAL,930000006,Parent Facility,4619 ROSEMEAD BOULEVARD,ROSEMEAD,91770,19,LOS ANGELES,Not Applicable,97,Open,1/1/1946,Hospital,Acute Psychiatric Hospital,34.08926,-118.07352
106190034,ANTELOPE VALLEY HOSPITAL,930000008,Parent Facility,1600 WEST AVENUE J,LANCASTER,93534,19,LOS ANGELES,Emergency - Basic,420,Open,9/27/1955,Hospital,General Acute Care Hospital,34.6878,-118.157981
106190045,CATALINA ISLAND MEDICAL CENTER,930000010,Parent Facility,100 FALLS CANYON ROAD,AVALON,90704,19,LOS ANGELES,Emergency - Standby,12,Open,1/1/1946,Hospital,General Acute Care Hospital,33.33887,-118.33369
106190049,KINDRED HOSPITAL - BALDWIN PARK,930000390,Parent Facility,14148 FRANCISQUITO AVENUE,BALDWIN PARK,91706,19,LOS ANGELES,None,95,Open,12/23/2003,Hospital,General Acute Care Hospital,34.06288,-117.967611
106190052,BARLOW RESPIRATORY HOSPITAL,930000011,Parent Facility,2000 STADIUM WAY,LOS ANGELES,90026,19,LOS ANGELES,None,105,Open,1/1/1946,Hospital,General Acute Care Hospital,34.08058,-118.24744
106190053,ST. MARY MEDICAL CENTER - LONG BEACH,930000012,Parent Facility,1050 LINDEN AVENUE,LONG BEACH,90813,19,LOS ANGELES,Emergency - Basic,360,Open,1/1/1946,Hospital,General Acute Care Hospital,33.7802376,-118.1866412
106190066,LOS ANGELES COMMUNITY HOSPITAL AT BELLFLOWER,930000039,Consolidated Facility,9542 ARTESIA BOULEVARD,BELLFLOWER,90706,19,LOS ANGELES,Emergency - Basic,144,Open,7/23/2015,Hospital,General Acute Care Hospital,33.87472,-118.12945
106190081,BEVERLY HOSPITAL,930000389,Parent Facility,309 WEST BEVERLY BOULEVARD,MONTEBELLO,90640,19,LOS ANGELES,Emergency - Basic,202,Open,1/1/1946,Hospital,General Acute Care Hospital,34.01614,-118.10132
106190110,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY,930000066,Consolidated Facility,3828 DELMAS TERRACE,CULVER CITY,90232,19,LOS ANGELES,Emergency - Basic,453,Open,1/1/2013,Hospital,General Acute Care Hospital,34.0231953,-118.3969429
106190125,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES,930000024,Parent Facility,1401 SOUTH GRAND AVENUE,LOS ANGELES,90015,19,LOS ANGELES,Emergency - Basic,318,Open,1/1/1946,Hospital,General Acute Care Hospital,34.03721,-118.26551
106190137,CASA COLINA HOSPITAL,930000026,Parent Facility,255 EAST BONITA AVENUE,POMONA,91767,19,LOS ANGELES,None,99,Open,2/28/1961,Hospital,General Acute Care Hospital,34.096265,-117.745655
106190148,CENTINELA HOSPITAL MEDICAL CENTER,930000027,Parent Facility,555 EAST HARDY STREET,INGLEWOOD,90301,19,LOS ANGELES,Emergency - Basic,362,Open,1/1/1946,Hospital,General Acute Care Hospital,33.94917,-118.34788
106190150,KEDREN COMMUNITY MENTAL HEALTH CENTER,930000028,Parent Facility,4211 AVALON BOULEVARD,LOS ANGELES,90011,19,LOS ANGELES,Not Applicable,72,Open,10/17/1973,Hospital,Acute Psychiatric Hospital,34.0073123,-118.2661803
106190155,"CALIFORNIA REHABILITATION INSTITUTE, LLC",930000029,Parent Facility,2070 CENTURY PARK EAST,LOS ANGELES,90067,19,LOS ANGELES,Emergency - Basic,138,Open,7/19/2016,Hospital,General Acute Care Hospital,34.05899,-118.4124
106190159,GARDENS REGIONAL HOSPITAL AND MEDICAL CENTER,930000030,Parent Facility,21530 PIONEER BOULEVARD,HAWAIIAN GARDENS,90716,19,LOS ANGELES,Emergency - Basic,137,Suspense,2/3/2017,Hospital,General Acute Care Hospital,33.83377,-118.08176
106190163,AURORA CHARTER OAK,930000031,Parent Facility,1161 EAST COVINA BOULEVARD,COVINA,91724,19,LOS ANGELES,Not Applicable,134,Open,1/1/1946,Hospital,Acute Psychiatric Hospital,34.10038,-117.866811
106190170,CHILDREN'S HOSPITAL OF LOS ANGELES,930000032,Parent Facility,4650 W. SUNSET BOULEVARD,LOS ANGELES,90027,19,LOS ANGELES,Emergency - Basic,495,Open,1/1/1946,Hospital,General Acute Care Hospital,34.0978692,-118.2909547
106190176,CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL,930000033,Parent Facility,1500 DUARTE ROAD,DUARTE,91010,19,LOS ANGELES,None,217,Open,3/8/1946,Hospital,General Acute Care Hospital,34.13219,-117.97356
106190184,COLLEGE HOSPITAL,930000036,Parent Facility,10802 COLLEGE PLACE,CERRITOS,90703,19,LOS ANGELES,Not Applicable,187,Open,4/14/1974,Hospital,Acute Psychiatric Hospital,33.8852,-118.10264
106190196,KINDRED HOSPITAL - SOUTH BAY,930000037,Parent Facility,1246 WEST 155TH STREET,GARDENA,90247,19,LOS ANGELES,None,54,Open,7/17/1957,Hospital,General Acute Care Hospital,33.89042,-118.29701
106190197,COMMUNITY HOSPITAL OF HUNTINGTON PARK,930000038,Parent Facility,2623 EAST SLAUSON AVENUE,HUNTINGTON PARK,90255,19,LOS ANGELES,Emergency - Standby,81,Open,12/31/1957,Hospital,General Acute Care Hospital,33.98929,-118.22466
106190198,LOS ANGELES COMMUNITY HOSPITAL,930000039,Parent Facility,4081 EAST OLYMPIC BOULEVARD,LOS ANGELES,90023,19,LOS ANGELES,Emergency - Standby,130,Open,10/24/1957,Hospital,General Acute Care Hospital,34.01897,-118.1875
106190200,SAN GABRIEL VALLEY MEDICAL CENTER,930000041,Parent Facility,438 W. LAS TUNAS DRIVE,SAN GABRIEL,91776,19,LOS ANGELES,Emergency - Basic,273,Open,8/17/1960,Hospital,General Acute Care Hospital,34.1024,-118.10503
106190232,DEL AMO HOSPITAL,930000045,Parent Facility,23700 CAMINO DEL SOL,TORRANCE,90505,19,LOS ANGELES,Not Applicable,166,Open,10/25/1972,Hospital,Acute Psychiatric Hospital,33.80883,-118.34418
